County,State,TotalPop,Men,Women,White,Black,Native,Asian,Pacific,Other
Westmoreland , Pennsylvania,354751,48.8,51.2,94.8,2.4,0.1,0.9,0,0.2
Wyoming , Pennsylvania,27588,50.3,49.7,97.2,0.9,0.1,0.2,0,0.2
York , Pennsylvania,444014,49.4,50.6,88.8,5.8,0.1,1.5,0,1.3
Bristol , Rhode Island,48900,48.2,51.8,94.7,1.4,0.1,2,0,0.4
Kent , Rhode Island,163861,48.3,51.7,92.1,1.7,0.3,2.6,0,1.2
Newport , Rhode Island,83075,49.3,50.7,89.6,3.7,0.4,2,0.2,1.2
Providence , Rhode Island,634533,48.6,51.4,73.4,9.6,0.6,4.2,0.1,8.5
Washington , Rhode Island,126242,48.4,51.6,93,1.4,0.8,1.9,0.1,1.1
Abbeville , South Carolina,24657,48.5,51.5,69.8,27.4,0,0.3,0,0.2
Aiken , South Carolina,166926,48.4,51.6,70.6,24.7,0.4,1,0,1
Allendale , South Carolina,9214,53.3,46.7,23.5,75.7,0.3,0.1,0,0
Anderson , South Carolina,195995,48.2,51.8,79.8,15.8,0.2,0.9,0,0.9
Bamberg , South Carolina,14600,48.7,51.3,36.2,61.1,0.5,0.3,0,1.1
Barnwell , South Carolina,21577,47.7,52.3,50.8,45.7,0.3,0.1,0,2.2
Beaufort , South Carolina,182658,49.3,50.7,75.3,18.1,0.3,1.3,0.1,2.9
Berkeley , South Carolina,209065,49.7,50.3,67.1,23.8,0.5,2.3,0.1,2.9
Calhoun , South Carolina,14713,47.7,52.3,55.4,41.4,0.5,0,0,1.6
Charleston , South Carolina,394708,48.4,51.6,68.2,27.3,0.2,1.4,0,0.8
Cherokee , South Carolina,56711,48.5,51.5,75.3,20,0.2,0.6,0,1.5
Chester , South Carolina,32326,48.7,51.3,60.6,36.9,0.5,0.1,0,0.1
Chesterfield , South Carolina,46024,49.2,50.8,63,32.3,0.5,0.5,0.1,1.5
Clarendon , South Carolina,34017,49.2,50.8,49.3,48.8,0.1,0.1,0,0.9
Colleton , South Carolina,37568,47.8,52.2,57.5,38.4,0.8,0.1,0.5,2.1
Darlington , South Carolina,67253,47.1,52.9,56.6,40.7,0.4,0.5,0,0.1
Dillon , South Carolina,30871,47.2,52.8,46.8,48.1,2.2,0.3,0,0
Dorchester , South Carolina,155474,48.6,51.4,67.8,25.4,0.4,1.9,0.1,1.4
Edgefield , South Carolina,26769,53.7,46.3,59.9,36.5,0.2,0.4,0,1.9
Fairfield , South Carolina,22712,47.8,52.2,39.7,56.3,0.3,0.3,0,0
Florence , South Carolina,138561,46.6,53.4,53.9,42.5,0.3,1.3,0.1,0.5
Georgetown , South Carolina,61605,47.3,52.7,64.6,31.3,0.1,0.5,0,2
Greenville , South Carolina,498402,48.5,51.5,74.4,18.1,0.4,2.4,0.1,2.3
Greenwood , South Carolina,70264,46.3,53.7,63.8,32,0,0.8,0,1.3
Hampton , South Carolina,19807,51.7,48.3,42.7,53.4,0.2,0.5,0.2,2
Horry , South Carolina,320915,48.3,51.7,80.8,13.7,0.5,1.3,0.1,2.2
Jasper , South Carolina,27900,50.4,49.6,52.2,43.1,0.1,0.6,0,3
Kershaw , South Carolina,64361,48.6,51.4,71.3,23.9,0.2,0.4,0,1.5
Lancaster , South Carolina,89546,48.7,51.3,73.8,21.4,0.2,1.1,0,0.9
Laurens , South Carolina,66710,48.7,51.3,70.1,24.7,0.1,0.4,0.1,2.1
Lee , South Carolina,17606,52.1,47.9,32.7,65.6,0.1,0,0,0.6
Lexington , South Carolina,286316,48.7,51.3,79.3,14.6,0.3,1.8,0.1,1.4
McCormick , South Carolina,9606,55.5,44.5,50.5,46.7,0.4,0.4,0,0.3
Marion , South Carolina,31562,46.4,53.6,39.7,56.8,0.6,0.7,0,1.3
Marlboro , South Carolina,27131,52.5,47.5,41.5,50.6,3,0.3,0,0.7
Newberry , South Carolina,38068,48.7,51.3,62.8,31.6,0.4,0.2,0,4.3
Oconee , South Carolina,76696,49.3,50.7,87.8,7.1,0.4,0.7,0,1.4
Orangeburg , South Carolina,88454,46.9,53.1,34.4,61.6,0.3,0.9,0.1,0.7
Pickens , South Carolina,122746,49.9,50.1,88.3,6.6,0.3,2,0.1,1
Richland , South Carolina,408263,48.5,51.5,45.5,46.6,0.2,2.8,0.1,1.8
Saluda , South Carolina,20299,50.2,49.8,65.1,25.2,0.3,0,0,8
Spartanburg , South Carolina,302195,48.5,51.5,73.4,20.4,0.2,2.2,0,1.6
Sumter , South Carolina,106995,48.1,51.9,48,47,0.3,1.2,0,0.8
Union , South Carolina,27644,47.9,52.1,65.3,31.4,0.1,0,0,0.4
Williamsburg , South Carolina,31794,48.1,51.9,32,64.7,0.3,0.6,0,1.1
York , South Carolina,258641,48.3,51.7,74.4,19.1,0.6,2,0.1,1.6
Beadle , South Dakota,18374,51.5,48.5,83.1,0.8,1.4,9.3,0,4.2
Bon Homme , South Dakota,6969,58.4,41.6,88.7,1.5,6,0.8,0,0.5
Brookings , South Dakota,34239,51.2,48.8,92.5,1.6,1,2.9,0,0.5
Brown , South Dakota,38840,49.1,50.9,90,2.2,3.1,3,0,0.1
Brule , South Dakota,5256,49.4,50.6,86.6,0,11.1,0.4,0,0.1
Butte , South Dakota,10177,49.9,50.1,94.3,0.7,2.3,0,0,0.4
Charles Mix , South Dakota,9344,50.2,49.8,63.6,0.1,31.5,0.1,0,0.3
Clay , South Dakota,13925,49.4,50.6,89.1,1.2,4,2.6,0,1
Codington , South Dakota,27993,50.3,49.7,94.7,0.6,2.1,0.6,0,0.1
Custer , South Dakota,8573,50,50,93.3,0.4,3.5,0.4,0,0.2
Davison , South Dakota,19901,50.1,49.9,93.2,0.8,2.2,0.3,0,0.9
Day , South Dakota,5506,51.9,48.1,87.1,0.6,10.8,0.1,0,0.2
Dewey , South Dakota,5779,49.6,50.4,20.2,0.1,78.4,0.1,0,0.1
Fall River , South Dakota,6774,50.3,49.7,86.8,0.3,6.3,1.3,0,1.5
Grant , South Dakota,7217,52,48,94.7,0.2,2.8,0.2,0,0.3
Hamlin , South Dakota,6000,51.5,48.5,96.8,0.3,0.4,0.4,0,1.1
Hughes , South Dakota,17617,48.9,51.1,83.8,0.3,12.4,0.5,0,0.3
Hutchinson , South Dakota,7315,49.3,50.7,96.1,0,2,0.4,0,0
Lake , South Dakota,12574,52.2,47.8,94.6,0.4,0.6,1.8,0,0.2
Lawrence , South Dakota,25234,49.9,50.1,93,0.8,2.4,1.2,0.1,0.3
Lincoln , South Dakota,54914,49.4,50.6,94.7,1.2,0.6,1.1,0,0.6
McCook , South Dakota,5511,50.3,49.7,95.5,0.8,0.5,0,0,1.7
Meade , South Dakota,27424,52.3,47.7,90.9,1.9,3.2,1.2,0,0.6
Minnehaha , South Dakota,186749,50.4,49.6,85.9,5.4,2.4,2.2,0,1.4
Moody , South Dakota,6506,50.8,49.2,80.1,0.1,12.7,2.5,0,0.2
Pennington , South Dakota,109294,50.3,49.7,82.9,1.1,8.8,1.3,0.1,0.7
Roberts , South Dakota,10285,51.4,48.6,58.5,0.6,37.2,0.1,0,0.6
Spink , South Dakota,6543,50.1,49.9,96.6,0.1,1.7,0,0.2,0.3
Todd , South Dakota,10146,49.1,50.9,9.4,0.2,82.2,1.5,0,0.1
Tripp , South Dakota,5468,49.7,50.3,81.9,0,12.4,0.4,0,0
Turner , South Dakota,8264,50.1,49.9,97.6,0.3,0.6,0,0,0.1
Union , South Dakota,15177,50.7,49.3,94.1,0.8,0.8,1.2,0,0.9
Walworth , South Dakota,5510,49.5,50.5,79.4,4.8,9.9,1.4,0,1.3
Yankton , South Dakota,22717,51.5,48.5,92.1,1.6,3.1,0.2,0.1,0.7
Anderson , Tennessee,75775,48.7,51.3,91.3,3.3,0.5,1.3,0,0.9
Bedford , Tennessee,47558,49.2,50.8,84.1,7.3,0.1,0.2,0.1,5.1
Benton , Tennessee,16112,49,51,94.4,3.2,0.4,0.2,0,0
Bledsoe , Tennessee,14602,58.3,41.7,90.5,4.5,1.6,0.1,0,0.5
Blount , Tennessee,128443,48.5,51.5,94,2.6,0.3,0.8,0.1,0.2
Bradley , Tennessee,104557,48.7,51.3,90.4,4.9,0.1,1.1,0,1.6
Campbell , Tennessee,39687,48.6,51.4,97.5,0.3,0.4,0.4,0,0.3
Cannon , Tennessee,13976,49.4,50.6,96,1.7,0.2,0,0,0.3
Carroll , Tennessee,28018,48.9,51.1,86.6,10.3,0.3,0.4,0.2,0.2
Carter , Tennessee,56391,49,51,96.5,1.5,0.4,0.4,0,0.2
Cheatham , Tennessee,39929,49.6,50.4,95,1.4,0.2,0.4,0,0.8
Chester , Tennessee,17150,47.9,52.1,85.9,10.4,0,0.5,0,0.8
Claiborne , Tennessee,31613,48.6,51.4,96.5,1.1,0.2,0.7,0.3,0.1
Clay , Tennessee,7686,49.1,50.9,94.7,3.4,1,0.1,0,0.1
Cocke , Tennessee,35336,48.4,51.6,94.9,2.1,0.8,0,0,0.1
Coffee , Tennessee,54531,48.9,51.1,90.8,2.6,0.2,1,0,2.1
Crockett , Tennessee,14499,47.6,52.4,78.8,13.2,0.2,0.4,0,5.5
Cumberland , Tennessee,58634,49,51,96.9,0.6,0.6,0.3,0,0.3
Davidson , Tennessee,684017,48.2,51.8,63.8,27.4,0.2,3.5,0.1,2.5
Decatur , Tennessee,11683,49.5,50.5,93.1,3.7,0,0.4,0,0.2
DeKalb , Tennessee,19601,49.7,50.3,94.1,1.5,0,0.9,0.1,2
Dickson , Tennessee,51988,49,51,92.4,4.2,0.4,0.5,0,0.5
Dyer , Tennessee,37576,48.3,51.7,82.2,13,0.5,0.8,0.1,0.7
Fayette , Tennessee,39692,49.2,50.8,69.7,27.4,0.8,0.7,0,0.6
Fentress , Tennessee,17994,49.4,50.6,97.8,0.2,0.2,0.6,0,0.3
Franklin , Tennessee,41512,49.2,50.8,90,5.2,0.2,0.6,0.1,1.4
Gibson , Tennessee,49175,48.2,51.8,78.1,17.7,0.4,0.4,0.1,0.6
Giles , Tennessee,29167,48.8,51.2,86.1,10,0.3,0.2,0,0.9
Grainger , Tennessee,23013,49.8,50.2,97.8,0.4,0.4,0.3,0,0
Greene , Tennessee,68669,48.9,51.1,94.8,2.1,0.3,0.4,0.1,0.4
Grundy , Tennessee,13331,49.3,50.7,84.8,0.7,0.9,0.2,0,0.1
Hamblen , Tennessee,63740,48.9,51.1,87.9,4.3,0.2,1,0.2,4
Hamilton , Tennessee,357546,48.2,51.8,75.4,19.4,0.2,2,0,0.9
Hancock , Tennessee,6585,50,50,97.8,0.6,0.3,0.8,0,0
Hardeman , Tennessee,25562,55.1,44.9,55.7,41.6,0.2,0.7,0,0.3
Hardin , Tennessee,25771,48.9,51.1,94.2,4.2,0.1,0.6,0.1,0.1
Hawkins , Tennessee,56402,48.9,51.1,96,1.4,0.2,0.5,0.1,0.5
Haywood , Tennessee,17779,46.4,53.6,45,50.6,0,0,0,3.5
Henderson , Tennessee,27859,48.3,51.7,89.5,7.8,0,0.2,0.1,0.3
Henry , Tennessee,32279,48.2,51.8,89.5,8.5,0.2,0.3,0,0.3
Hickman , Tennessee,24678,52.3,47.7,92.1,5,0.3,0.3,0,0.5
Houston , Tennessee,8176,49.7,50.3,92.7,3.9,1.1,0.2,0.2,0
Humphreys , Tennessee,18318,49.2,50.8,93.7,2.4,1.1,0.7,0,0.3
Jackson , Tennessee,11615,50.2,49.8,95.9,0.7,0,0.1,0,1.5
Jefferson , Tennessee,53247,49,51,95.5,1.8,0.1,0.6,0,0.4
Johnson , Tennessee,17789,54.4,45.6,94.3,3.3,0.5,0.4,0,0.3
Knox , Tennessee,456185,48.6,51.4,85.5,8.8,0.3,2.2,0,1.1
Lake , Tennessee,7526,61.7,38.3,67.9,29.1,0.2,0.1,0,1.1
Lauderdale , Tennessee,26297,51.4,48.6,62.3,33.5,0.8,0.3,0,0.8
Lawrence , Tennessee,42937,49.1,50.9,95.5,1.7,0.3,0.5,0.1,0.3
Lewis , Tennessee,11956,48,52,95.4,1.6,0,0.7,0,0.3
Lincoln , Tennessee,33711,49.3,50.7,89.6,7,0.2,0.6,0,0.1
Loudon , Tennessee,51610,48.9,51.1,94.5,1,0.2,0.7,0,1.9
McMinn , Tennessee,52773,48.4,51.6,92.2,3.8,0.3,0.8,0,0.9
McNairy , Tennessee,25903,49,51,91.6,5.9,0.2,0.2,0,0.4
Macon , Tennessee,23487,49.2,50.8,96.4,0.3,0.2,0.8,0.1,0.7
Madison , Tennessee,97682,47.2,52.8,58.6,37.4,0.1,1,0,1
Marion , Tennessee,28417,48.7,51.3,93.3,2.1,0.2,0.5,0,0.1
Marshall , Tennessee,32269,49.2,50.8,89.6,7.4,0,0.3,0,1.1
Maury , Tennessee,89776,48,52,84.3,11.6,0.3,0.9,0,0.7
Meigs , Tennessee,11962,49.6,50.4,96.3,2,0.2,0.1,0,0
Monroe , Tennessee,45876,49.5,50.5,94.7,2.1,0.8,0.4,0,0.5
Montgomery , Tennessee,196387,50,50,70.9,20,0.6,2.3,0.4,1.5
Moore , Tennessee,6322,49.1,50.9,93.3,1.3,2.4,1.7,0,0
Morgan , Tennessee,21596,55.8,44.2,94,5.1,0.1,0,0,0.4
Obion , Tennessee,30520,48,52,85.1,10.1,0.2,0.4,0,1.8
Overton , Tennessee,22004,49.3,50.7,97.6,0.6,0,0.5,0.3,0
Perry , Tennessee,7912,50.3,49.7,94.3,3.5,0.1,0.4,0,0.1
Pickett , Tennessee,5088,50.6,49.4,99.3,0.5,0,0,0,0
Polk , Tennessee,16782,49.9,50.1,96.3,0.2,0.3,0.1,0,0.9
Putnam , Tennessee,76440,49.3,50.7,93.6,2.2,0.4,1.3,0,0.6
Rhea , Tennessee,32628,49.4,50.6,94.4,2.2,0.2,0.3,0,0.7
Roane , Tennessee,52897,49,51,94,2.4,0.3,0.8,0,0.3
Robertson , Tennessee,69344,49.4,50.6,88,7,0.3,0.5,0.1,1.7
Rutherford , Tennessee,307128,49.3,50.7,77.4,14.3,0.2,3.2,0,1.6
Scott , Tennessee,21954,49.4,50.6,98,0.5,0.3,0,0,0.1
Sequatchie , Tennessee,14730,49.8,50.2,97.1,0.2,0.1,0,0,0.2
Sevier , Tennessee,96287,49.1,50.9,94.8,0.8,0.4,0.9,0,1.3
Shelby , Tennessee,937005,47.6,52.4,39.3,53.5,0.2,2.6,0,2.7
Smith , Tennessee,19458,49.7,50.3,95,2.6,0.5,0.1,0,0.6
Stewart , Tennessee,13301,49.9,50.1,94.1,1.1,0.5,0.7,0.4,0.5
Sullivan , Tennessee,156734,48.5,51.5,94.5,2,0.1,0.6,0.1,0.6
Sumner , Tennessee,179473,48.9,51.1,87.7,7.1,0.3,1.3,0.1,1.3
Tipton , Tennessee,61446,49.2,50.8,78,18.1,0.4,0.8,0.2,0.4
Trousdale , Tennessee,9573,55.4,44.6,85.2,9.5,0.3,0.2,0,0
Unicoi , Tennessee,17780,50,50,96.5,0.4,0.1,0.4,0,1.4
Union , Tennessee,19293,49.5,50.5,97.7,0.4,0,0.2,0.2,0.1
Van Buren , Tennessee,5704,50.5,49.5,96.8,0.2,0,0,0,0.2
Warren , Tennessee,40454,49.7,50.3,91.8,1.5,0.3,0.6,0.3,2.2
Washington , Tennessee,127055,48.7,51.3,91.3,4.2,0.3,1.6,0,0.6
Wayne , Tennessee,16649,55.2,44.8,92,6.8,0.4,0.4,0,0.2
Weakley , Tennessee,33626,49.2,50.8,88.5,8.6,0.3,0.2,0.1,0.8
White , Tennessee,26580,48.8,51.2,95.9,2,0,0.2,0,0
Williamson , Tennessee,218648,48.9,51.1,89.2,4.3,0.2,4.1,0,0.3
Wilson , Tennessee,132663,49,51,88,7,0.3,1.5,0.1,1.4
Anderson , Texas,57863,61.2,38.8,73.5,21,0.5,0.6,0,2.9
Andrews , Texas,17818,51.1,48.9,92.4,2,0,0.4,0.1,3.9
Angelina , Texas,87607,48.7,51.3,79.2,14.8,0.7,1.1,0,2.8
Aransas , Texas,24763,48.6,51.4,89.3,1.5,0.2,2,0,2.8
Archer , Texas,8789,49.2,50.8,94.8,0.9,0.5,0.5,0,1.1
Atascosa , Texas,48828,50,50,92.8,0.3,0.2,0.3,0,2.2
Austin , Texas,29565,49.7,50.3,80.5,8.9,0.2,0.3,0,8.2
Bailey , Texas,7092,51.3,48.7,83.4,0.8,1.1,1,0,13.6
Bandera , Texas,21763,50.7,49.3,91.2,0.8,1.4,0.3,0,0.9
Bastrop , Texas,82577,50.9,49.1,71.1,7.9,0.5,0.9,0,17.1
Bee , Texas,32691,60.9,39.1,87.3,8,0.7,0.4,0,1.6
Bell , Texas,342236,49.9,50.1,63.5,23.5,0.7,2.9,0.7,3.4
Bexar , Texas,1925865,49.3,50.7,79.7,7.6,0.7,2.8,0.1,5.8
Blanco , Texas,11279,51.3,48.7,90.2,0.5,1,1.5,0.3,3.1
Bosque , Texas,18122,49.3,50.7,95.1,1.6,0.5,0.5,0,0.7
Bowie , Texas,93858,50.4,49.6,68.9,24.6,0.9,1.1,0,1.8
Brazoria , Texas,353999,50.6,49.4,73,13.7,0.6,6.5,0,3.9
Brazos , Texas,219193,50.7,49.3,75.8,10.5,0.4,6.3,0,4
Brewster , Texas,9216,49.5,50.5,92.3,0.2,1.9,1.7,0,2.2
Brooks , Texas,7180,51.9,48.1,90,0.7,0.9,0,0,6.1
Brown , Texas,37834,49.6,50.4,91.5,3.9,0.5,0.7,0,1.4
Burleson , Texas,17863,50.3,49.7,80,12.6,0.3,0.2,0,4.5
Burnet , Texas,45750,49.5,50.5,92,1.8,0.7,0.8,0,3.4
Caldwell , Texas,41401,50.5,49.5,79.7,6.4,0.7,1,0.1,10.6
Calhoun , Texas,21807,50.7,49.3,86.7,2.6,0.1,4.7,0.1,1.6
Callahan , Texas,13770,49.1,50.9,94.7,0.5,0.1,0.3,0,0.8
Cameron , Texas,421750,48.6,51.4,94.5,0.5,0.3,0.7,0,3.2
Camp , Texas,12813,48.5,51.5,72.6,16.6,0.4,0.3,0,8
Carson , Texas,6032,46.8,53.2,94.7,1.3,1.3,0.5,0,0.9
Cass , Texas,30087,48.8,51.2,78.1,17.4,0.1,0.4,0,1.8
Castro , Texas,7787,50.1,49.9,90.9,0.9,0.2,1.2,0,3.4
Chambers , Texas,40292,50.6,49.4,88,7.8,0.2,1.3,0,1.2
Cherokee , Texas,51903,51.3,48.7,81.4,13.6,0.6,0.4,0.1,1.7
Childress , Texas,7226,61.6,38.4,83.6,7.6,1,1.7,0,4.3
Clay , Texas,10387,50,50,95.1,0.6,1.1,0.6,0,0.6
Coleman , Texas,8391,50.3,49.7,92.5,3,0.5,0.9,0,1.5
Collin , Texas,944350,49.2,50.8,69.9,9.5,0.5,14.4,0.1,2.5
Colorado , Texas,21022,50.1,49.9,73.6,12.7,0.2,0,0,11.8
Comal , Texas,135097,49.4,50.6,90.6,1.9,0.2,1,0,3.9
Comanche , Texas,13495,49.9,50.1,94.4,1.3,0.5,0.5,0,2.2
Cooke , Texas,39571,49.7,50.3,92.2,2.5,0.7,0.9,0,0.7
Coryell , Texas,75389,49.9,50.1,72,14.1,0.8,2.1,0.9,1.9
Crosby , Texas,5861,49.8,50.2,89.3,4.1,0,0.2,0,4.8
Dallam , Texas,7243,52.4,47.6,91.6,0.9,1.2,1.5,0,1.7
Dallas , Texas,2586552,49.3,50.7,61.7,22.5,0.4,6.2,0.1,6.6
Dawson , Texas,12964,55.8,44.2,77.6,6.3,1.2,0,0,11.2
Deaf Smith , Texas,18899,50.3,49.7,89.4,1,0.5,0.5,0.1,5.2
Delta , Texas,5215,48.5,51.5,87.7,7.5,0.3,0.7,0,0.5
Denton , Texas,807047,49.2,50.8,75,9.5,0.5,8.3,0.1,3.1
DeWitt , Texas,20435,51.8,48.2,66.4,9.3,0.7,0,0,21.6
Dimmit , Texas,10663,48.6,51.4,89.2,0,0,3.8,0,7
Duval , Texas,11355,50.7,49.3,87,1.7,0.3,0,0,10.8
Eastland , Texas,18270,50.6,49.4,91.8,3.7,0.4,0.7,0,3.2
Ector , Texas,158342,50.7,49.3,80.7,4.6,0.4,1.2,0.1,10
Ellis , Texas,168838,49.3,50.7,81.4,9.7,1,0.7,0,3.4
El Paso , Texas,837654,49.1,50.9,80.3,3.4,0.6,1.2,0.1,11.9
Erath , Texas,41482,48.7,51.3,89.6,1.7,1.1,0.8,0.1,3.7
Falls , Texas,17299,47.3,52.7,72.2,24.3,0.4,0.4,0,1.6
Fannin , Texas,34175,52.8,47.2,87.7,6.2,0.6,0.7,0,1.9
Fayette , Texas,25066,49.3,50.7,90.2,6.4,0.1,0.5,0,1.9
Floyd , Texas,5872,49.1,50.9,93,3.9,0.1,0.2,0,1.3
Fort Bend , Texas,739342,49.1,50.9,52.1,20.6,0.3,19.9,0,4.5
Franklin , Texas,10679,50.2,49.8,86,3.9,0.2,0,0.1,6.3
Freestone , Texas,19709,51.6,48.4,81,15.9,0.1,0.7,0,1
Frio , Texas,19394,59.7,40.3,74.8,4.4,0.1,0.9,0,18.1
Gaines , Texas,20321,50.8,49.2,93.7,2.2,0.5,0.5,0.1,2.7
Galveston , Texas,327089,49.3,50.7,78.2,12.6,0.5,3.3,0.1,2.4
Garza , Texas,6288,64.7,35.3,83.2,4.3,0.8,2.2,0,7.6
Gillespie , Texas,26208,48.6,51.4,91.1,0.1,2.8,0.2,0,2.4
Goliad , Texas,7531,49.6,50.4,78.6,5.1,0,0.6,0,15.5
Gonzales , Texas,20667,50.6,49.4,61.7,6.7,0.3,0.3,0,29.4
Gray , Texas,22685,52.5,47.5,85.2,4.4,1.4,0.7,0.1,5.7
Grayson , Texas,128560,48.8,51.2,86.7,5.5,1.3,1.4,0.1,1.7
Gregg , Texas,123494,48.8,51.2,74.5,20.3,0.4,1.3,0.1,0.9
Grimes , Texas,27630,53.9,46.1,78.3,15.4,0.8,0.2,0,2.7
Guadalupe , Texas,155137,49.5,50.5,72.2,7.9,0.3,1.7,0.3,14.4
Hale , Texas,34113,52,48,85.7,4.8,0.8,0.3,0,3.3
Hamilton , Texas,8269,49.2,50.8,94.9,0.5,0.7,0.3,0,1.8
Hansford , Texas,5547,50.2,49.8,91.1,0.4,0.1,0,0,6.6
Hardin , Texas,56379,48.5,51.5,91.6,5.7,0.2,0.6,0,0.3
Harris , Texas,4602523,49.7,50.3,62.8,19,0.4,7,0.1,8.4
Harrison , Texas,66645,48.8,51.2,73.7,21.1,0.4,0.7,0,2.4
Hartley , Texas,5767,59.1,40.9,81.9,8.6,0,1.5,0,2.4
Haskell , Texas,5809,52.9,47.1,88.6,3.3,0.6,0.8,0,4.8
Hays , Texas,204150,49.8,50.2,88,4,0.3,1.4,0,3.5
Henderson , Texas,80460,48.6,51.4,89.3,6.5,0.8,0.7,0,1.3
Hidalgo , Texas,849389,48.9,51.1,88,0.5,0.2,1,0,9
Hill , Texas,35399,49.7,50.3,86.6,6.7,1.2,0.3,0.2,3.2
Hockley , Texas,23162,49.3,50.7,89.4,3.4,0.7,0.3,0.1,3.6
Hood , Texas,56901,49.2,50.8,95.4,0.9,0.9,0.8,0,0.8
Hopkins , Texas,36240,49.1,50.9,83.5,7,0.2,0.7,0.1,6.4
Houston , Texas,22955,54.2,45.8,68.5,24.9,0.3,0.3,0,3.4
Howard , Texas,36667,56.5,43.5,82.3,6.2,1.2,0.8,0,6.2
Hunt , Texas,92152,49.1,50.9,79.4,8,1.1,1.3,0,8.4
Hutchinson , Texas,21571,50.1,49.9,88.3,2.3,1.7,0.4,0.6,2.6
Jack , Texas,8842,56.4,43.6,93,4.8,0.3,0.1,0,0.9
Jackson , Texas,14820,48.8,51.2,86.2,6.6,0,0.9,0.1,4.2
Jasper , Texas,35504,49.3,50.7,77.9,16.5,0.3,0.5,0.1,3.1
Jefferson , Texas,255210,51.2,48.8,58.3,33.8,0.3,3.7,0,2.1
Jim Hogg , Texas,5282,48.3,51.7,98.9,0.1,0,0,0,0.5
Jim Wells , Texas,41192,49,51,95.5,0.6,0.1,0.6,0.2,2.3
Johnson , Texas,163475,49.9,50.1,90.9,3.1,0.5,0.9,0.4,1.9
Jones , Texas,19891,62.9,37.1,67.5,14.8,0.8,0.4,0,9.9
Karnes , Texas,15387,59.4,40.6,72.6,8,0.2,0.1,0,16.6
Kaufman , Texas,118910,49.1,50.9,82,10.9,0.4,1.2,0.1,2.9
Kendall , Texas,41982,48.6,51.4,90.2,0.8,0.6,0.9,0.1,3.5
Kerr , Texas,51365,48.4,51.6,89.4,1.5,0.8,0.9,0.1,5.1
Kleberg , Texas,31425,51.1,48.9,87.7,3.3,0.2,2.2,0,4.1
Lamar , Texas,49532,48.3,51.7,81.3,12.4,0.4,0.9,0.3,0.6
Lamb , Texas,13262,50.6,49.4,87.9,5,0.3,0.6,0,3.8
Lampasas , Texas,20640,49.4,50.6,88.3,4.4,0.3,1.1,0.4,2
La Salle , Texas,7409,59.5,40.5,77.8,1.4,0,0.2,0,16.8
Lavaca , Texas,19941,48.6,51.4,78.5,6.5,0.2,0.4,0,11.5
Lee , Texas,16952,50.5,49.5,79.6,11.2,0,1.1,0,7.2
Leon , Texas,17098,50.3,49.7,88.8,7.2,0.5,0.8,0.3,1.5
Liberty , Texas,81862,49.4,50.6,80.9,9.9,0.5,0.6,0,6.7
Limestone , Texas,23515,51.3,48.7,76.1,17.7,1.6,0.8,0.3,2.6
Live Oak , Texas,12123,54.7,45.3,92.7,2.9,0.2,1,0,2
Llano , Texas,20640,49.1,50.9,93.4,0.1,0.9,0.4,0,1.9
Lubbock , Texas,301454,49.3,50.7,81.1,7.3,1.1,2.2,0.1,5.5
Lynn , Texas,5808,51.3,48.7,85.1,1.5,0.6,0.7,0.1,6.4
McCulloch , Texas,8098,52.6,47.4,83.6,1.8,0,0.2,0,9.6
McLennan , Texas,248429,48.9,51.1,77.9,14.7,0.4,1.6,0,3.1
Madison , Texas,14128,57.5,42.5,73.4,15,0.3,3.1,0.2,3.6
Marion , Texas,10083,48.7,51.3,73,23.4,0.4,0,0.4,1.8
Martin , Texas,5614,52.3,47.7,82.9,0.9,1.7,0.1,0.2,13.8
Matagorda , Texas,36743,49.9,50.1,72.9,9.8,0.4,1.9,0.1,12.1
Maverick , Texas,57970,49.6,50.4,92.7,0.5,1.2,0.5,0.1,4.5
Medina , Texas,49334,51.8,48.2,90.7,2.6,0.4,0.8,0,3.3
Midland , Texas,164194,50.3,49.7,84.2,6.6,0.7,2.1,0,4.2
Milam , Texas,24664,50,50,84.5,9.8,0.1,0.5,0,2.1
Mitchell , Texas,8558,62.9,37.1,78.9,11,1,0.4,0,5.7
Montague , Texas,19409,48.4,51.6,94.8,0.6,0.2,0,0,1.1
Montgomery , Texas,554445,49.5,50.5,86.5,4.7,0.4,2.8,0.1,2.9
Moore , Texas,21801,52.5,47.5,73,4,0.9,7.9,0,10.9
Morris , Texas,12424,48.1,51.9,69.3,23.7,0.6,0.1,0,3.8
Nacogdoches , Texas,65558,47.8,52.2,75.9,17.8,0.9,1.8,0,1.5
Navarro , Texas,48583,49.1,50.9,75,13,1.9,0.6,1.1,5.9
Newton , Texas,14057,51.5,48.5,77,19.7,0.1,1.2,0,0
Nolan , Texas,14966,51.2,48.8,87.6,5,0.7,0.4,0,4.9
Nueces , Texas,360486,49.4,50.6,89.9,3.8,0.5,2,0.1,2.1
Ochiltree , Texas,10348,50.5,49.5,88.3,1.4,1.9,0.2,0,4.8
Orange , Texas,84047,49.5,50.5,87.5,8.5,0.4,1.2,0,0.6
Palo Pinto , Texas,28317,49.4,50.6,92,2.2,0.7,0.8,0.1,2.4
Panola , Texas,23440,49.1,50.9,81,17.2,0.1,0.2,0,0.7
Parker , Texas,129802,49.7,50.3,93.2,1.4,0.7,0.5,0.1,1.9
